char,x,y,width,height,char_idx_in_line,line_idx,page,word
a,-129.0,7,13.0,21,2,6,page_2_practice,seating
t,-116.0,7,13.0,21,3,6,page_2_practice,seating
i,-103.0,7,13.0,21,4,6,page_2_practice,seating
n,-90.0,7,13.0,21,5,6,page_2_practice,seating
g,-77.0,7,13.0,21,6,6,page_2_practice,seating
 ,-64.0,7,13.0,21,7,6,page_2_practice,
a,-51.0,7,13.0,21,8,6,page_2_practice,"area,"
r,-38.0,7,13.0,21,9,6,page_2_practice,"area,"
e,-25.0,7,13.0,21,10,6,page_2_practice,"area,"
a,-12.0,7,13.0,21,11,6,page_2_practice,"area,"
",",1.0,7,13.0,21,12,6,page_2_practice,"area,"
 ,14.0,7,13.0,21,13,6,page_2_practice,
l,27.0,7,13.0,21,14,6,page_2_practice,leaving
e,40.0,7,13.0,21,15,6,page_2_practice,leaving
a,53.0,7,13.0,21,16,6,page_2_practice,leaving
v,66.0,7,13.0,21,17,6,page_2_practice,leaving
i,79.0,7,13.0,21,18,6,page_2_practice,leaving
n,92.0,7,13.0,21,19,6,page_2_practice,leaving
g,105.0,7,13.0,21,20,6,page_2_practice,leaving
 ,118.0,7,13.0,21,21,6,page_2_practice,
h,131.0,7,13.0,21,22,6,page_2_practice,him
i,144.0,7,13.0,21,23,6,page_2_practice,him
m,157.0,7,13.0,21,24,6,page_2_practice,him
 ,170.0,7,13.0,21,25,6,page_2_practice,
w,183.0,7,13.0,21,26,6,page_2_practice,with
i,196.0,7,13.0,21,27,6,page_2_practice,with
t,209.0,7,13.0,21,28,6,page_2_practice,with
h,222.0,7,13.0,21,29,6,page_2_practice,with
 ,235.0,7,13.0,21,30,6,page_2_practice,
a,248.0,7,13.0,21,31,6,page_2_practice,a
 ,261.0,7,13.0,21,32,6,page_2_practice,
s,274.0,7,13.0,21,33,6,page_2_practice,startled
t,287.0,7,13.0,21,34,6,page_2_practice,startled
a,300.0,7,13.0,21,35,6,page_2_practice,startled
r,313.0,7,13.0,21,36,6,page_2_practice,startled
t,326.0,7,13.0,21,37,6,page_2_practice,startled
l,339.0,7,13.0,21,38,6,page_2_practice,startled
e,352.0,7,13.0,21,39,6,page_2_practice,startled
d,365.0,7,13.0,21,40,6,page_2_practice,startled
 ,378.0,7,13.0,21,41,6,page_2_practice,
s,391.0,7,13.0,21,42,6,page_2_practice,smile.
m,404.0,7,13.0,21,43,6,page_2_practice,smile.
i,417.0,7,13.0,21,44,6,page_2_practice,smile.
l,430.0,7,13.0,21,45,6,page_2_practice,smile.
e,443.0,7,13.0,21,46,6,page_2_practice,smile.
.,456.0,7,13.0,21,47,6,page_2_practice,smile.
 ,469.0,7,13.0,21,48,6,page_2_practice,
I,482.0,7,13.0,21,49,6,page_2_practice,I
 ,495.0,7,13.0,21,50,6,page_2_practice,
s,508.0,7,13.0,21,51,6,page_2_practice,settle
e,521.0,7,13.0,21,52,6,page_2_practice,settle
t,534.0,7,13.0,21,53,6,page_2_practice,settle
t,547.0,7,13.0,21,54,6,page_2_practice,settle
l,560.0,7,13.0,21,55,6,page_2_practice,settle
e,573.0,7,13.0,21,56,6,page_2_practice,settle
 ,586.0,7,13.0,21,57,6,page_2_practice,
d,599.0,7,13.0,21,58,6,page_2_practice,down
o,612.0,7,13.0,21,59,6,page_2_practice,down
w,625.0,7,13.0,21,60,6,page_2_practice,down
n,638.0,7,13.0,21,61,6,page_2_practice,down
 ,651.0,7,13.0,21,62,6,page_2_practice,
i,664.0,7,13.0,21,63,6,page_2_practice,in
n,677.0,7,13.0,21,64,6,page_2_practice,in
 ,690.0,7,13.0,21,65,6,page_2_practice,
t,703.0,7,13.0,21,66,6,page_2_practice,the
h,716.0,7,13.0,21,67,6,page_2_practice,the
e,729.0,7,13.0,21,68,6,page_2_practice,the
 ,742.0,7,13.0,21,69,6,page_2_practice,
d,755.0,7,13.0,21,70,6,page_2_practice,"darkness,"
a,768.0,7,13.0,21,71,6,page_2_practice,"darkness,"
r,781.0,7,13.0,21,72,6,page_2_practice,"darkness,"
k,794.0,7,13.0,21,73,6,page_2_practice,"darkness,"
n,807.0,7,13.0,21,74,6,page_2_practice,"darkness,"
e,820.0,7,13.0,21,75,6,page_2_practice,"darkness,"
s,833.0,7,13.0,21,76,6,page_2_practice,"darkness,"
s,846.0,7,13.0,21,77,6,page_2_practice,"darkness,"
",",859.0,7,13.0,21,78,6,page_2_practice,"darkness,"
 ,872.0,7,13.0,21,79,6,page_2_practice,
a,885.0,7,13.0,21,80,6,page_2_practice,and
n,898.0,7,13.0,21,81,6,page_2_practice,and
d,911.0,7,13.0,21,82,6,page_2_practice,and
 ,924.0,7,13.0,21,83,6,page_2_practice,
t,937.0,7,13.0,21,84,6,page_2_practice,the
h,950.0,7,13.0,21,85,6,page_2_practice,the
e,963.0,7,13.0,21,86,6,page_2_practice,the
 ,976.0,7,13.0,21,87,6,page_2_practice,
c,989.0,7,13.0,21,88,6,page_2_practice,curtains
u,1002.0,7,13.0,21,89,6,page_2_practice,curtains
r,1015.0,7,13.0,21,90,6,page_2_practice,curtains
t,1028.0,7,13.0,21,91,6,page_2_practice,curtains
a,1041.0,7,13.0,21,92,6,page_2_practice,curtains
i,1054.0,7,13.0,21,93,6,page_2_practice,curtains
n,1067.0,7,13.0,21,94,6,page_2_practice,curtains
s,1080.0,7,13.0,21,95,6,page_2_practice,curtains
 ,1093.0,7,13.0,21,96,6,page_2_practice,
o,1106.0,7,13.0,21,97,6,page_2_practice,open.
p,1119.0,7,13.0,21,98,6,page_2_practice,open.
e,1132.0,7,13.0,21,99,6,page_2_practice,open.
n,1145.0,7,13.0,21,100,6,page_2_practice,open.
.,1158.0,7,13.0,21,101,6,page_2_practice,open.
 ,1171.0,7,13.0,21,102,6,page_2_practice,
M,1184.0,7,13.0,21,103,6,page_2_practice,"Magically,"
a,1197.0,7,13.0,21,104,6,page_2_practice,"Magically,"
g,1210.0,7,13.0,21,105,6,page_2_practice,"Magically,"
i,1223.0,7,13.0,21,106,6,page_2_practice,"Magically,"
c,1236.0,7,13.0,21,107,6,page_2_practice,"Magically,"
a,1249.0,7,13.0,21,108,6,page_2_practice,"Magically,"
l,1262.0,7,13.0,21,109,6,page_2_practice,"Magically,"
l,1275.0,7,13.0,21,110,6,page_2_practice,"Magically,"
y,1288.0,7,13.0,21,111,6,page_2_practice,"Magically,"
",",1301.0,7,13.0,21,112,6,page_2_practice,"Magically,"
 ,1314.0,7,13.0,21,113,6,page_2_practice,
t,1327.0,7,13.0,21,114,6,page_2_practice,that
h,1340.0,7,13.0,21,115,6,page_2_practice,that
a,1353.0,7,13.0,21,116,6,page_2_practice,that
t,1366.0,7,13.0,21,117,6,page_2_practice,that
 ,1379.0,7,13.0,21,118,6,page_2_practice,
s,1392.0,7,13.0,21,119,6,page_2_practice,show
h,1405.0,7,13.0,21,120,6,page_2_practice,show
o,1418.0,7,13.0,21,121,6,page_2_practice,show
w,1431.0,7,13.0,21,122,6,page_2_practice,show
 ,1444.0,7,13.0,21,123,6,page_2_practice,
r,1457.0,7,13.0,21,124,6,page_2_practice,remains
e,1470.0,7,13.0,21,125,6,page_2_practice,remains
m,1483.0,7,13.0,21,126,6,page_2_practice,remains
a,1496.0,7,13.0,21,127,6,page_2_practice,remains
i,1509.0,7,13.0,21,128,6,page_2_practice,remains
n,1522.0,7,13.0,21,129,6,page_2_practice,remains
s,1535.0,7,13.0,21,130,6,page_2_practice,remains
t,-155.0,80,13.0,21,0,8,page_2_practice,the
h,-142.0,80,13.0,21,1,8,page_2_practice,the
e,-129.0,80,13.0,21,2,8,page_2_practice,the
 ,-116.0,80,13.0,21,3,8,page_2_practice,
G,-103.0,80,13.0,21,4,8,page_2_practice,Great
r,-90.0,80,13.0,21,5,8,page_2_practice,Great
e,-77.0,80,13.0,21,6,8,page_2_practice,Great
a,-64.0,80,13.0,21,7,8,page_2_practice,Great
t,-51.0,80,13.0,21,8,8,page_2_practice,Great
 ,-38.0,80,13.0,21,9,8,page_2_practice,
J,-25.0,80,13.0,21,10,8,page_2_practice,Jason's
a,-12.0,80,13.0,21,11,8,page_2_practice,Jason's
s,1.0,80,13.0,21,12,8,page_2_practice,Jason's
o,14.0,80,13.0,21,13,8,page_2_practice,Jason's
n,27.0,80,13.0,21,14,8,page_2_practice,Jason's
',40.0,80,13.0,21,15,8,page_2_practice,Jason's
s,53.0,80,13.0,21,16,8,page_2_practice,Jason's
 ,66.0,80,13.0,21,17,8,page_2_practice,
b,79.0,80,13.0,21,18,8,page_2_practice,best
e,92.0,80,13.0,21,19,8,page_2_practice,best
s,105.0,80,13.0,21,20,8,page_2_practice,best
t,118.0,80,13.0,21,21,8,page_2_practice,best
 ,131.0,80,13.0,21,22,8,page_2_practice,
p,144.0,80,13.0,21,23,8,page_2_practice,performance
e,157.0,80,13.0,21,24,8,page_2_practice,performance
r,170.0,80,13.0,21,25,8,page_2_practice,performance
f,183.0,80,13.0,21,26,8,page_2_practice,performance
o,196.0,80,13.0,21,27,8,page_2_practice,performance
r,209.0,80,13.0,21,28,8,page_2_practice,performance
m,222.0,80,13.0,21,29,8,page_2_practice,performance
a,235.0,80,13.0,21,30,8,page_2_practice,performance
n,248.0,80,13.0,21,31,8,page_2_practice,performance
c,261.0,80,13.0,21,32,8,page_2_practice,performance
e,274.0,80,13.0,21,33,8,page_2_practice,performance
 ,287.0,80,13.0,21,34,8,page_2_practice,
t,300.0,80,13.0,21,35,8,page_2_practice,to
o,313.0,80,13.0,21,36,8,page_2_practice,to
 ,326.0,80,13.0,21,37,8,page_2_practice,
t,339.0,80,13.0,21,38,8,page_2_practice,this
h,352.0,80,13.0,21,39,8,page_2_practice,this
i,365.0,80,13.0,21,40,8,page_2_practice,this
s,378.0,80,13.0,21,41,8,page_2_practice,this
 ,391.0,80,13.0,21,42,8,page_2_practice,
d,404.0,80,13.0,21,43,8,page_2_practice,day.
a,417.0,80,13.0,21,44,8,page_2_practice,day.
y,430.0,80,13.0,21,45,8,page_2_practice,day.
.,443.0,80,13.0,21,46,8,page_2_practice,day.
