char,x,y,width,height,char_idx_in_line,line_idx,page,word
W,125.0,140.0,15.0,31,0,0,page_1,Welcome
e,140.0,140.0,15.0,31,1,0,page_1,Welcome
l,155.0,140.0,15.0,31,2,0,page_1,Welcome
c,170.0,140.0,15.0,31,3,0,page_1,Welcome
o,185.0,140.0,15.0,31,4,0,page_1,Welcome
m,200.0,140.0,15.0,31,5,0,page_1,Welcome
e,215.0,140.0,15.0,31,6,0,page_1,Welcome
 ,230.0,140.0,15.0,31,7,0,page_1,
t,245.0,140.0,15.0,31,8,0,page_1,to
o,260.0,140.0,15.0,31,9,0,page_1,to
 ,275.0,140.0,15.0,31,10,0,page_1,
M,290.0,140.0,15.0,31,11,0,page_1,MultiplEYE!
u,305.0,140.0,15.0,31,12,0,page_1,MultiplEYE!
l,320.0,140.0,15.0,31,13,0,page_1,MultiplEYE!
t,335.0,140.0,15.0,31,14,0,page_1,MultiplEYE!
i,350.0,140.0,15.0,31,15,0,page_1,MultiplEYE!
p,365.0,140.0,15.0,31,16,0,page_1,MultiplEYE!
l,380.0,140.0,15.0,31,17,0,page_1,MultiplEYE!
E,395.0,140.0,15.0,31,18,0,page_1,MultiplEYE!
Y,410.0,140.0,15.0,31,19,0,page_1,MultiplEYE!
E,425.0,140.0,15.0,31,20,0,page_1,MultiplEYE!
!,440.0,140.0,15.0,31,21,0,page_1,MultiplEYE!
T,125.0,140.0,15.0,31,0,0,page_2,The
h,140.0,140.0,15.0,31,1,0,page_2,The
e,155.0,140.0,15.0,31,2,0,page_2,The
 ,170.0,140.0,15.0,31,3,0,page_2,
n,185.0,140.0,15.0,31,4,0,page_2,name
a,200.0,140.0,15.0,31,5,0,page_2,name
m,215.0,140.0,15.0,31,6,0,page_2,name
e,230.0,140.0,15.0,31,7,0,page_2,name
 ,245.0,140.0,15.0,31,8,0,page_2,
"""",260.0,140.0,15.0,31,9,0,page_2,"""MultiplEYE"""
M,275.0,140.0,15.0,31,10,0,page_2,"""MultiplEYE"""
u,290.0,140.0,15.0,31,11,0,page_2,"""MultiplEYE"""
l,305.0,140.0,15.0,31,12,0,page_2,"""MultiplEYE"""
t,320.0,140.0,15.0,31,13,0,page_2,"""MultiplEYE"""
i,335.0,140.0,15.0,31,14,0,page_2,"""MultiplEYE"""
p,350.0,140.0,15.0,31,15,0,page_2,"""MultiplEYE"""
l,365.0,140.0,15.0,31,16,0,page_2,"""MultiplEYE"""
E,380.0,140.0,15.0,31,17,0,page_2,"""MultiplEYE"""
Y,395.0,140.0,15.0,31,18,0,page_2,"""MultiplEYE"""
E,410.0,140.0,15.0,31,19,0,page_2,"""MultiplEYE"""
"""",425.0,140.0,15.0,31,20,0,page_2,"""MultiplEYE"""
 ,440.0,140.0,15.0,31,21,0,page_2,
i,455.0,140.0,15.0,31,22,0,page_2,is
s,470.0,140.0,15.0,31,23,0,page_2,is
 ,485.0,140.0,15.0,31,24,0,page_2,
a,500.0,140.0,15.0,31,25,0,page_2,a
 ,515.0,140.0,15.0,31,26,0,page_2,
w,530.0,140.0,15.0,31,27,0,page_2,wordplay
o,545.0,140.0,15.0,31,28,0,page_2,wordplay
r,560.0,140.0,15.0,31,29,0,page_2,wordplay
d,575.0,140.0,15.0,31,30,0,page_2,wordplay
p,590.0,140.0,15.0,31,31,0,page_2,wordplay
l,605.0,140.0,15.0,31,32,0,page_2,wordplay
a,620.0,140.0,15.0,31,33,0,page_2,wordplay
y,635.0,140.0,15.0,31,34,0,page_2,wordplay
 ,650.0,140.0,15.0,31,35,0,page_2,
c,665.0,140.0,15.0,31,36,0,page_2,combining
o,680.0,140.0,15.0,31,37,0,page_2,combining
m,695.0,140.0,15.0,31,38,0,page_2,combining
b,710.0,140.0,15.0,31,39,0,page_2,combining
i,725.0,140.0,15.0,31,40,0,page_2,combining
n,740.0,140.0,15.0,31,41,0,page_2,combining
i,755.0,140.0,15.0,31,42,0,page_2,combining
n,770.0,140.0,15.0,31,43,0,page_2,combining
g,785.0,140.0,15.0,31,44,0,page_2,combining
 ,800.0,140.0,15.0,31,45,0,page_2,
"""",815.0,140.0,15.0,31,46,0,page_2,"""multilingualism"""
m,830.0,140.0,15.0,31,47,0,page_2,"""multilingualism"""
u,845.0,140.0,15.0,31,48,0,page_2,"""multilingualism"""
l,860.0,140.0,15.0,31,49,0,page_2,"""multilingualism"""
t,875.0,140.0,15.0,31,50,0,page_2,"""multilingualism"""
i,890.0,140.0,15.0,31,51,0,page_2,"""multilingualism"""
l,905.0,140.0,15.0,31,52,0,page_2,"""multilingualism"""
i,920.0,140.0,15.0,31,53,0,page_2,"""multilingualism"""
n,935.0,140.0,15.0,31,54,0,page_2,"""multilingualism"""
g,950.0,140.0,15.0,31,55,0,page_2,"""multilingualism"""
u,965.0,140.0,15.0,31,56,0,page_2,"""multilingualism"""
a,980.0,140.0,15.0,31,57,0,page_2,"""multilingualism"""
l,995.0,140.0,15.0,31,58,0,page_2,"""multilingualism"""
i,1010.0,140.0,15.0,31,59,0,page_2,"""multilingualism"""
s,1025.0,140.0,15.0,31,60,0,page_2,"""multilingualism"""
m,1040.0,140.0,15.0,31,61,0,page_2,"""multilingualism"""
"""",1055.0,140.0,15.0,31,62,0,page_2,"""multilingualism"""
 ,1070.0,140.0,15.0,31,63,0,page_2,
o,1085.0,140.0,15.0,31,64,0,page_2,or
r,1100.0,140.0,15.0,31,65,0,page_2,or
"""",125.0,233.0,15.0,31,0,1,page_2,"""multiple"
m,140.0,233.0,15.0,31,1,1,page_2,"""multiple"
u,155.0,233.0,15.0,31,2,1,page_2,"""multiple"
l,170.0,233.0,15.0,31,3,1,page_2,"""multiple"
t,185.0,233.0,15.0,31,4,1,page_2,"""multiple"
i,200.0,233.0,15.0,31,5,1,page_2,"""multiple"
p,215.0,233.0,15.0,31,6,1,page_2,"""multiple"
l,230.0,233.0,15.0,31,7,1,page_2,"""multiple"
e,245.0,233.0,15.0,31,8,1,page_2,"""multiple"
 ,260.0,233.0,15.0,31,9,1,page_2,
l,275.0,233.0,15.0,31,10,1,page_2,"languages"""
a,290.0,233.0,15.0,31,11,1,page_2,"languages"""
n,305.0,233.0,15.0,31,12,1,page_2,"languages"""
g,320.0,233.0,15.0,31,13,1,page_2,"languages"""
u,335.0,233.0,15.0,31,14,1,page_2,"languages"""
a,350.0,233.0,15.0,31,15,1,page_2,"languages"""
g,365.0,233.0,15.0,31,16,1,page_2,"languages"""
e,380.0,233.0,15.0,31,17,1,page_2,"languages"""
s,395.0,233.0,15.0,31,18,1,page_2,"languages"""
"""",410.0,233.0,15.0,31,19,1,page_2,"languages"""
 ,425.0,233.0,15.0,31,20,1,page_2,
w,440.0,233.0,15.0,31,21,1,page_2,with
i,455.0,233.0,15.0,31,22,1,page_2,with
t,470.0,233.0,15.0,31,23,1,page_2,with
h,485.0,233.0,15.0,31,24,1,page_2,with
 ,500.0,233.0,15.0,31,25,1,page_2,
"""",515.0,233.0,15.0,31,26,1,page_2,"""eye"""
e,530.0,233.0,15.0,31,27,1,page_2,"""eye"""
y,545.0,233.0,15.0,31,28,1,page_2,"""eye"""
e,560.0,233.0,15.0,31,29,1,page_2,"""eye"""
"""",575.0,233.0,15.0,31,30,1,page_2,"""eye"""
 ,590.0,233.0,15.0,31,31,1,page_2,
f,605.0,233.0,15.0,31,32,1,page_2,from
r,620.0,233.0,15.0,31,33,1,page_2,from
o,635.0,233.0,15.0,31,34,1,page_2,from
m,650.0,233.0,15.0,31,35,1,page_2,from
 ,665.0,233.0,15.0,31,36,1,page_2,
"""",680.0,233.0,15.0,31,37,1,page_2,"""eye-tracking""."
e,695.0,233.0,15.0,31,38,1,page_2,"""eye-tracking""."
y,710.0,233.0,15.0,31,39,1,page_2,"""eye-tracking""."
e,725.0,233.0,15.0,31,40,1,page_2,"""eye-tracking""."
-,740.0,233.0,15.0,31,41,1,page_2,"""eye-tracking""."
t,755.0,233.0,15.0,31,42,1,page_2,"""eye-tracking""."
r,770.0,233.0,15.0,31,43,1,page_2,"""eye-tracking""."
a,785.0,233.0,15.0,31,44,1,page_2,"""eye-tracking""."
c,800.0,233.0,15.0,31,45,1,page_2,"""eye-tracking""."
k,815.0,233.0,15.0,31,46,1,page_2,"""eye-tracking""."
i,830.0,233.0,15.0,31,47,1,page_2,"""eye-tracking""."
n,845.0,233.0,15.0,31,48,1,page_2,"""eye-tracking""."
g,860.0,233.0,15.0,31,49,1,page_2,"""eye-tracking""."
"""",875.0,233.0,15.0,31,50,1,page_2,"""eye-tracking""."
.,890.0,233.0,15.0,31,51,1,page_2,"""eye-tracking""."
 ,905.0,233.0,15.0,31,52,1,page_2,
M,920.0,233.0,15.0,31,53,1,page_2,MultiplEYE
u,935.0,233.0,15.0,31,54,1,page_2,MultiplEYE
l,950.0,233.0,15.0,31,55,1,page_2,MultiplEYE
t,965.0,233.0,15.0,31,56,1,page_2,MultiplEYE
i,980.0,233.0,15.0,31,57,1,page_2,MultiplEYE
p,995.0,233.0,15.0,31,58,1,page_2,MultiplEYE
l,1010.0,233.0,15.0,31,59,1,page_2,MultiplEYE
E,1025.0,233.0,15.0,31,60,1,page_2,MultiplEYE
Y,1040.0,233.0,15.0,31,61,1,page_2,MultiplEYE
E,1055.0,233.0,15.0,31,62,1,page_2,MultiplEYE
 ,1070.0,233.0,15.0,31,63,1,page_2,
i,1085.0,233.0,15.0,31,64,1,page_2,is
s,1100.0,233.0,15.0,31,65,1,page_2,is
a,125.0,326.0,15.0,31,0,2,page_2,a
 ,140.0,326.0,15.0,31,1,2,page_2,
C,155.0,326.0,15.0,31,2,2,page_2,COST
O,170.0,326.0,15.0,31,3,2,page_2,COST
S,185.0,326.0,15.0,31,4,2,page_2,COST
T,200.0,326.0,15.0,31,5,2,page_2,COST
 ,215.0,326.0,15.0,31,6,2,page_2,
A,230.0,326.0,15.0,31,7,2,page_2,Action
c,245.0,326.0,15.0,31,8,2,page_2,Action
t,260.0,326.0,15.0,31,9,2,page_2,Action
i,275.0,326.0,15.0,31,10,2,page_2,Action
o,290.0,326.0,15.0,31,11,2,page_2,Action
n,305.0,326.0,15.0,31,12,2,page_2,Action
 ,320.0,326.0,15.0,31,13,2,page_2,
f,335.0,326.0,15.0,31,14,2,page_2,funded
u,350.0,326.0,15.0,31,15,2,page_2,funded
n,365.0,326.0,15.0,31,16,2,page_2,funded
d,380.0,326.0,15.0,31,17,2,page_2,funded
e,395.0,326.0,15.0,31,18,2,page_2,funded
d,410.0,326.0,15.0,31,19,2,page_2,funded
 ,425.0,326.0,15.0,31,20,2,page_2,
b,440.0,326.0,15.0,31,21,2,page_2,by
y,455.0,326.0,15.0,31,22,2,page_2,by
 ,470.0,326.0,15.0,31,23,2,page_2,
t,485.0,326.0,15.0,31,24,2,page_2,the
h,500.0,326.0,15.0,31,25,2,page_2,the
e,515.0,326.0,15.0,31,26,2,page_2,the
 ,530.0,326.0,15.0,31,27,2,page_2,
E,545.0,326.0,15.0,31,28,2,page_2,European
u,560.0,326.0,15.0,31,29,2,page_2,European
r,575.0,326.0,15.0,31,30,2,page_2,European
o,590.0,326.0,15.0,31,31,2,page_2,European
p,605.0,326.0,15.0,31,32,2,page_2,European
e,620.0,326.0,15.0,31,33,2,page_2,European
a,635.0,326.0,15.0,31,34,2,page_2,European
n,650.0,326.0,15.0,31,35,2,page_2,European
 ,665.0,326.0,15.0,31,36,2,page_2,
U,680.0,326.0,15.0,31,37,2,page_2,Union.
n,695.0,326.0,15.0,31,38,2,page_2,Union.
i,710.0,326.0,15.0,31,39,2,page_2,Union.
o,725.0,326.0,15.0,31,40,2,page_2,Union.
n,740.0,326.0,15.0,31,41,2,page_2,Union.
.,755.0,326.0,15.0,31,42,2,page_2,Union.
 ,770.0,326.0,15.0,31,43,2,page_2,
C,785.0,326.0,15.0,31,44,2,page_2,COST
O,800.0,326.0,15.0,31,45,2,page_2,COST
S,815.0,326.0,15.0,31,46,2,page_2,COST
T,830.0,326.0,15.0,31,47,2,page_2,COST
 ,845.0,326.0,15.0,31,48,2,page_2,
A,860.0,326.0,15.0,31,49,2,page_2,Actions
c,875.0,326.0,15.0,31,50,2,page_2,Actions
t,890.0,326.0,15.0,31,51,2,page_2,Actions
i,905.0,326.0,15.0,31,52,2,page_2,Actions
o,920.0,326.0,15.0,31,53,2,page_2,Actions
n,935.0,326.0,15.0,31,54,2,page_2,Actions
s,950.0,326.0,15.0,31,55,2,page_2,Actions
 ,965.0,326.0,15.0,31,56,2,page_2,
a,980.0,326.0,15.0,31,57,2,page_2,are
r,995.0,326.0,15.0,31,58,2,page_2,are
e,1010.0,326.0,15.0,31,59,2,page_2,are
r,125.0,419.0,15.0,31,0,3,page_2,research
e,140.0,419.0,15.0,31,1,3,page_2,research
s,155.0,419.0,15.0,31,2,3,page_2,research
e,170.0,419.0,15.0,31,3,3,page_2,research
a,185.0,419.0,15.0,31,4,3,page_2,research
r,200.0,419.0,15.0,31,5,3,page_2,research
c,215.0,419.0,15.0,31,6,3,page_2,research
h,230.0,419.0,15.0,31,7,3,page_2,research
 ,245.0,419.0,15.0,31,8,3,page_2,
n,260.0,419.0,15.0,31,9,3,page_2,networks
e,275.0,419.0,15.0,31,10,3,page_2,networks
t,290.0,419.0,15.0,31,11,3,page_2,networks
w,305.0,419.0,15.0,31,12,3,page_2,networks
o,320.0,419.0,15.0,31,13,3,page_2,networks
r,335.0,419.0,15.0,31,14,3,page_2,networks
k,350.0,419.0,15.0,31,15,3,page_2,networks
s,365.0,419.0,15.0,31,16,3,page_2,networks
 ,380.0,419.0,15.0,31,17,3,page_2,
s,395.0,419.0,15.0,31,18,3,page_2,supported
u,410.0,419.0,15.0,31,19,3,page_2,supported
p,425.0,419.0,15.0,31,20,3,page_2,supported
p,440.0,419.0,15.0,31,21,3,page_2,supported
o,455.0,419.0,15.0,31,22,3,page_2,supported
r,470.0,419.0,15.0,31,23,3,page_2,supported
t,485.0,419.0,15.0,31,24,3,page_2,supported
e,500.0,419.0,15.0,31,25,3,page_2,supported
d,515.0,419.0,15.0,31,26,3,page_2,supported
 ,530.0,419.0,15.0,31,27,3,page_2,
b,545.0,419.0,15.0,31,28,3,page_2,by
y,560.0,419.0,15.0,31,29,3,page_2,by
 ,575.0,419.0,15.0,31,30,3,page_2,
t,590.0,419.0,15.0,31,31,3,page_2,the
h,605.0,419.0,15.0,31,32,3,page_2,the
e,620.0,419.0,15.0,31,33,3,page_2,the
 ,635.0,419.0,15.0,31,34,3,page_2,
E,650.0,419.0,15.0,31,35,3,page_2,European
u,665.0,419.0,15.0,31,36,3,page_2,European
r,680.0,419.0,15.0,31,37,3,page_2,European
o,695.0,419.0,15.0,31,38,3,page_2,European
p,710.0,419.0,15.0,31,39,3,page_2,European
e,725.0,419.0,15.0,31,40,3,page_2,European
a,740.0,419.0,15.0,31,41,3,page_2,European
n,755.0,419.0,15.0,31,42,3,page_2,European
 ,770.0,419.0,15.0,31,43,3,page_2,
C,785.0,419.0,15.0,31,44,3,page_2,Cooperation
o,800.0,419.0,15.0,31,45,3,page_2,Cooperation
o,815.0,419.0,15.0,31,46,3,page_2,Cooperation
p,830.0,419.0,15.0,31,47,3,page_2,Cooperation
e,845.0,419.0,15.0,31,48,3,page_2,Cooperation
r,860.0,419.0,15.0,31,49,3,page_2,Cooperation
a,875.0,419.0,15.0,31,50,3,page_2,Cooperation
t,890.0,419.0,15.0,31,51,3,page_2,Cooperation
i,905.0,419.0,15.0,31,52,3,page_2,Cooperation
o,920.0,419.0,15.0,31,53,3,page_2,Cooperation
n,935.0,419.0,15.0,31,54,3,page_2,Cooperation
 ,950.0,419.0,15.0,31,55,3,page_2,
i,965.0,419.0,15.0,31,56,3,page_2,in
n,980.0,419.0,15.0,31,57,3,page_2,in
 ,995.0,419.0,15.0,31,58,3,page_2,
S,1010.0,419.0,15.0,31,59,3,page_2,Science
c,1025.0,419.0,15.0,31,60,3,page_2,Science
i,1040.0,419.0,15.0,31,61,3,page_2,Science
e,1055.0,419.0,15.0,31,62,3,page_2,Science
n,1070.0,419.0,15.0,31,63,3,page_2,Science
c,1085.0,419.0,15.0,31,64,3,page_2,Science
e,1100.0,419.0,15.0,31,65,3,page_2,Science
a,125.0,512.0,15.0,31,0,4,page_2,and
n,140.0,512.0,15.0,31,1,4,page_2,and
d,155.0,512.0,15.0,31,2,4,page_2,and
 ,170.0,512.0,15.0,31,3,4,page_2,
T,185.0,512.0,15.0,31,4,4,page_2,Technology
e,200.0,512.0,15.0,31,5,4,page_2,Technology
c,215.0,512.0,15.0,31,6,4,page_2,Technology
h,230.0,512.0,15.0,31,7,4,page_2,Technology
n,245.0,512.0,15.0,31,8,4,page_2,Technology
o,260.0,512.0,15.0,31,9,4,page_2,Technology
l,275.0,512.0,15.0,31,10,4,page_2,Technology
o,290.0,512.0,15.0,31,11,4,page_2,Technology
g,305.0,512.0,15.0,31,12,4,page_2,Technology
y,320.0,512.0,15.0,31,13,4,page_2,Technology
 ,335.0,512.0,15.0,31,14,4,page_2,
o,350.0,512.0,15.0,31,15,4,page_2,or
r,365.0,512.0,15.0,31,16,4,page_2,or
 ,380.0,512.0,15.0,31,17,4,page_2,
C,395.0,512.0,15.0,31,18,4,page_2,COST
O,410.0,512.0,15.0,31,19,4,page_2,COST
S,425.0,512.0,15.0,31,20,4,page_2,COST
T,440.0,512.0,15.0,31,21,4,page_2,COST
 ,455.0,512.0,15.0,31,22,4,page_2,
f,470.0,512.0,15.0,31,23,4,page_2,for
o,485.0,512.0,15.0,31,24,4,page_2,for
r,500.0,512.0,15.0,31,25,4,page_2,for
 ,515.0,512.0,15.0,31,26,4,page_2,
s,530.0,512.0,15.0,31,27,4,page_2,short.
h,545.0,512.0,15.0,31,28,4,page_2,short.
o,560.0,512.0,15.0,31,29,4,page_2,short.
r,575.0,512.0,15.0,31,30,4,page_2,short.
t,590.0,512.0,15.0,31,31,4,page_2,short.
.,605.0,512.0,15.0,31,32,4,page_2,short.
 ,620.0,512.0,15.0,31,33,4,page_2,
A,635.0,512.0,15.0,31,34,4,page_2,As
s,650.0,512.0,15.0,31,35,4,page_2,As
 ,665.0,512.0,15.0,31,36,4,page_2,
a,680.0,512.0,15.0,31,37,4,page_2,a
 ,695.0,512.0,15.0,31,38,4,page_2,
f,710.0,512.0,15.0,31,39,4,page_2,funding
u,725.0,512.0,15.0,31,40,4,page_2,funding
n,740.0,512.0,15.0,31,41,4,page_2,funding
d,755.0,512.0,15.0,31,42,4,page_2,funding
i,770.0,512.0,15.0,31,43,4,page_2,funding
n,785.0,512.0,15.0,31,44,4,page_2,funding
g,800.0,512.0,15.0,31,45,4,page_2,funding
 ,815.0,512.0,15.0,31,46,4,page_2,
o,830.0,512.0,15.0,31,47,4,page_2,"organisation,"
r,845.0,512.0,15.0,31,48,4,page_2,"organisation,"
g,860.0,512.0,15.0,31,49,4,page_2,"organisation,"
a,875.0,512.0,15.0,31,50,4,page_2,"organisation,"
n,890.0,512.0,15.0,31,51,4,page_2,"organisation,"
i,905.0,512.0,15.0,31,52,4,page_2,"organisation,"
s,920.0,512.0,15.0,31,53,4,page_2,"organisation,"
a,935.0,512.0,15.0,31,54,4,page_2,"organisation,"
t,950.0,512.0,15.0,31,55,4,page_2,"organisation,"
i,965.0,512.0,15.0,31,56,4,page_2,"organisation,"
o,980.0,512.0,15.0,31,57,4,page_2,"organisation,"
n,995.0,512.0,15.0,31,58,4,page_2,"organisation,"
",",1010.0,512.0,15.0,31,59,4,page_2,"organisation,"
 ,1025.0,512.0,15.0,31,60,4,page_2,
C,1040.0,512.0,15.0,31,61,4,page_2,COST
O,1055.0,512.0,15.0,31,62,4,page_2,COST
S,1070.0,512.0,15.0,31,63,4,page_2,COST
T,1085.0,512.0,15.0,31,64,4,page_2,COST
s,125.0,605.0,15.0,31,0,5,page_2,supports
u,140.0,605.0,15.0,31,1,5,page_2,supports
p,155.0,605.0,15.0,31,2,5,page_2,supports
p,170.0,605.0,15.0,31,3,5,page_2,supports
o,185.0,605.0,15.0,31,4,5,page_2,supports
r,200.0,605.0,15.0,31,5,5,page_2,supports
t,215.0,605.0,15.0,31,6,5,page_2,supports
s,230.0,605.0,15.0,31,7,5,page_2,supports
 ,245.0,605.0,15.0,31,8,5,page_2,
o,260.0,605.0,15.0,31,9,5,page_2,our
u,275.0,605.0,15.0,31,10,5,page_2,our
r,290.0,605.0,15.0,31,11,5,page_2,our
 ,305.0,605.0,15.0,31,12,5,page_2,
g,320.0,605.0,15.0,31,13,5,page_2,growing
r,335.0,605.0,15.0,31,14,5,page_2,growing
o,350.0,605.0,15.0,31,15,5,page_2,growing
w,365.0,605.0,15.0,31,16,5,page_2,growing
i,380.0,605.0,15.0,31,17,5,page_2,growing
n,395.0,605.0,15.0,31,18,5,page_2,growing
g,410.0,605.0,15.0,31,19,5,page_2,growing
 ,425.0,605.0,15.0,31,20,5,page_2,
n,440.0,605.0,15.0,31,21,5,page_2,network
e,455.0,605.0,15.0,31,22,5,page_2,network
t,470.0,605.0,15.0,31,23,5,page_2,network
w,485.0,605.0,15.0,31,24,5,page_2,network
o,500.0,605.0,15.0,31,25,5,page_2,network
r,515.0,605.0,15.0,31,26,5,page_2,network
k,530.0,605.0,15.0,31,27,5,page_2,network
 ,545.0,605.0,15.0,31,28,5,page_2,
o,560.0,605.0,15.0,31,29,5,page_2,of
f,575.0,605.0,15.0,31,30,5,page_2,of
 ,590.0,605.0,15.0,31,31,5,page_2,
r,605.0,605.0,15.0,31,32,5,page_2,researchers
e,620.0,605.0,15.0,31,33,5,page_2,researchers
s,635.0,605.0,15.0,31,34,5,page_2,researchers
e,650.0,605.0,15.0,31,35,5,page_2,researchers
a,665.0,605.0,15.0,31,36,5,page_2,researchers
r,680.0,605.0,15.0,31,37,5,page_2,researchers
c,695.0,605.0,15.0,31,38,5,page_2,researchers
h,710.0,605.0,15.0,31,39,5,page_2,researchers
e,725.0,605.0,15.0,31,40,5,page_2,researchers
r,740.0,605.0,15.0,31,41,5,page_2,researchers
s,755.0,605.0,15.0,31,42,5,page_2,researchers
 ,770.0,605.0,15.0,31,43,5,page_2,
a,785.0,605.0,15.0,31,44,5,page_2,across
c,800.0,605.0,15.0,31,45,5,page_2,across
r,815.0,605.0,15.0,31,46,5,page_2,across
o,830.0,605.0,15.0,31,47,5,page_2,across
s,845.0,605.0,15.0,31,48,5,page_2,across
s,860.0,605.0,15.0,31,49,5,page_2,across
 ,875.0,605.0,15.0,31,50,5,page_2,
E,890.0,605.0,15.0,31,51,5,page_2,Europe
u,905.0,605.0,15.0,31,52,5,page_2,Europe
r,920.0,605.0,15.0,31,53,5,page_2,Europe
o,935.0,605.0,15.0,31,54,5,page_2,Europe
p,950.0,605.0,15.0,31,55,5,page_2,Europe
e,965.0,605.0,15.0,31,56,5,page_2,Europe
 ,980.0,605.0,15.0,31,57,5,page_2,
a,995.0,605.0,15.0,31,58,5,page_2,and
n,1010.0,605.0,15.0,31,59,5,page_2,and
d,1025.0,605.0,15.0,31,60,5,page_2,and
b,125.0,698.0,15.0,31,0,6,page_2,beyond
e,140.0,698.0,15.0,31,1,6,page_2,beyond
y,155.0,698.0,15.0,31,2,6,page_2,beyond
o,170.0,698.0,15.0,31,3,6,page_2,beyond
n,185.0,698.0,15.0,31,4,6,page_2,beyond
d,200.0,698.0,15.0,31,5,6,page_2,beyond
 ,215.0,698.0,15.0,31,6,6,page_2,
b,230.0,698.0,15.0,31,7,6,page_2,by
y,245.0,698.0,15.0,31,8,6,page_2,by
 ,260.0,698.0,15.0,31,9,6,page_2,
p,275.0,698.0,15.0,31,10,6,page_2,providing
r,290.0,698.0,15.0,31,11,6,page_2,providing
o,305.0,698.0,15.0,31,12,6,page_2,providing
v,320.0,698.0,15.0,31,13,6,page_2,providing
i,335.0,698.0,15.0,31,14,6,page_2,providing
d,350.0,698.0,15.0,31,15,6,page_2,providing
i,365.0,698.0,15.0,31,16,6,page_2,providing
n,380.0,698.0,15.0,31,17,6,page_2,providing
g,395.0,698.0,15.0,31,18,6,page_2,providing
 ,410.0,698.0,15.0,31,19,6,page_2,
f,425.0,698.0,15.0,31,20,6,page_2,financial
i,440.0,698.0,15.0,31,21,6,page_2,financial
n,455.0,698.0,15.0,31,22,6,page_2,financial
a,470.0,698.0,15.0,31,23,6,page_2,financial
n,485.0,698.0,15.0,31,24,6,page_2,financial
c,500.0,698.0,15.0,31,25,6,page_2,financial
i,515.0,698.0,15.0,31,26,6,page_2,financial
a,530.0,698.0,15.0,31,27,6,page_2,financial
l,545.0,698.0,15.0,31,28,6,page_2,financial
 ,560.0,698.0,15.0,31,29,6,page_2,
a,575.0,698.0,15.0,31,30,6,page_2,assistance
s,590.0,698.0,15.0,31,31,6,page_2,assistance
s,605.0,698.0,15.0,31,32,6,page_2,assistance
i,620.0,698.0,15.0,31,33,6,page_2,assistance
s,635.0,698.0,15.0,31,34,6,page_2,assistance
t,650.0,698.0,15.0,31,35,6,page_2,assistance
a,665.0,698.0,15.0,31,36,6,page_2,assistance
n,680.0,698.0,15.0,31,37,6,page_2,assistance
c,695.0,698.0,15.0,31,38,6,page_2,assistance
e,710.0,698.0,15.0,31,39,6,page_2,assistance
 ,725.0,698.0,15.0,31,40,6,page_2,
f,740.0,698.0,15.0,31,41,6,page_2,for
o,755.0,698.0,15.0,31,42,6,page_2,for
r,770.0,698.0,15.0,31,43,6,page_2,for
 ,785.0,698.0,15.0,31,44,6,page_2,
c,800.0,698.0,15.0,31,45,6,page_2,conducting
o,815.0,698.0,15.0,31,46,6,page_2,conducting
n,830.0,698.0,15.0,31,47,6,page_2,conducting
d,845.0,698.0,15.0,31,48,6,page_2,conducting
u,860.0,698.0,15.0,31,49,6,page_2,conducting
c,875.0,698.0,15.0,31,50,6,page_2,conducting
t,890.0,698.0,15.0,31,51,6,page_2,conducting
i,905.0,698.0,15.0,31,52,6,page_2,conducting
n,920.0,698.0,15.0,31,53,6,page_2,conducting
g,935.0,698.0,15.0,31,54,6,page_2,conducting
 ,950.0,698.0,15.0,31,55,6,page_2,
d,965.0,698.0,15.0,31,56,6,page_2,different
i,980.0,698.0,15.0,31,57,6,page_2,different
f,995.0,698.0,15.0,31,58,6,page_2,different
f,1010.0,698.0,15.0,31,59,6,page_2,different
e,1025.0,698.0,15.0,31,60,6,page_2,different
r,1040.0,698.0,15.0,31,61,6,page_2,different
e,1055.0,698.0,15.0,31,62,6,page_2,different
n,1070.0,698.0,15.0,31,63,6,page_2,different
t,1085.0,698.0,15.0,31,64,6,page_2,different
n,125.0,791.0,15.0,31,0,7,page_2,networking
e,140.0,791.0,15.0,31,1,7,page_2,networking
t,155.0,791.0,15.0,31,2,7,page_2,networking
w,170.0,791.0,15.0,31,3,7,page_2,networking
o,185.0,791.0,15.0,31,4,7,page_2,networking
r,200.0,791.0,15.0,31,5,7,page_2,networking
k,215.0,791.0,15.0,31,6,7,page_2,networking
i,230.0,791.0,15.0,31,7,7,page_2,networking
n,245.0,791.0,15.0,31,8,7,page_2,networking
g,260.0,791.0,15.0,31,9,7,page_2,networking
 ,275.0,791.0,15.0,31,10,7,page_2,
a,290.0,791.0,15.0,31,11,7,page_2,activities.
c,305.0,791.0,15.0,31,12,7,page_2,activities.
t,320.0,791.0,15.0,31,13,7,page_2,activities.
i,335.0,791.0,15.0,31,14,7,page_2,activities.
v,350.0,791.0,15.0,31,15,7,page_2,activities.
i,365.0,791.0,15.0,31,16,7,page_2,activities.
t,380.0,791.0,15.0,31,17,7,page_2,activities.
i,395.0,791.0,15.0,31,18,7,page_2,activities.
e,410.0,791.0,15.0,31,19,7,page_2,activities.
s,425.0,791.0,15.0,31,20,7,page_2,activities.
.,440.0,791.0,15.0,31,21,7,page_2,activities.
T,125.0,140.0,15.0,31,0,0,page_3,These
